Hanzi	Keyword	Traditional	Strokes	Number	Lesson	Pinyin	Notes	Frequency	No Frequent	Pinyin2	Meaning						
财	Riches		7	621	22	cái	The fastest route to riches is to ask a genie to magic you up some clams	0,028959089	680	cai2	money/wealth/riches/property/valuables						
团	Troupe		6	622	22	tuán	This troupe of performing players have dressed up in baggy silk underpants to reenact the story of Aladdin and his genie, which is normally kept pent up in the magic lamp	0,053823689	405	tuan2	regiment/round/circular/group/society, dumpling						
存	Deposit		6	623	22	cún	How does a genie even start? The story goes something like this: a powerful sorceror was facing one of his enemies. Fearful of the danger to his family, he magically placed his child within a bottle for the duration of their fight to the death. Unfortunately, the wizard lost and the child was trapped in the bottle forever, doomed to grant wishes until the magic in the bottle ran out and he could escape.	0,057347646	384	cun2	exist/deposit/store/keep/survive						
在	At		6	624	22	zài	You know precisely where the place you buried (in the soil) your genie in a bottle is at.	1,038314874	6	zai4	(located) at/in/exist						
乃	Only then		2	625	22	nǎi		0,012154786	1165	nai3	to be/thus/so/therefore/then/only/thereupon						
奶	Milk		5	626	22	nǎi	This homely woman is milking a cow, her fist wrapped around it's teat	0,009932093	1278	nai3	breast/lady/milk						
及	Catch up with		4	627	22	jí		0,10473736	198	ji2	to reach/and						
吸	Inhale		7	628	22	xī	This person is inhaling just before diving into a large and icy pool. Their mouth is open, sucking in air, and their hands are outstretched ready for the dive.	0,018547935	924	xi1	to breathe/to suck in/to absorb/to inhale						
极	Extreme		7	629	22	jí	After extreme ironing comes extreme tree-surfing. You take to the waves as normal, but balanced - hands outstretched - on the side of a tree trunk.	0,060844215	363	ji2	extremely/pole (geography, physics)/utmost/top						
史	History		5	630	22	shǐ	History students used to go to school with a history book tucked under their arm. Today, they have a small talking mouth there instead which constantly tells them about history.	0,046753034	456	shi3	history						
更	Even more		7	631	22	{gèng,gēng}	You're working on your tan in the yard, but your son points out that you can get even more rays if you go and sit on the ceiling with a mirror tucked under your arm to redirect the rays.	0,096834165	221	geng1/geng4	to change, more/even more/further/still/still more						
硬	Hard		12	632	22	{yìng,gěng}	These rocks are even more hard and uncomfortable to sleep on than I remember...	0,012074168	1170	ying4	hard/stiff/strong/firm						
又	Again		2	633	22	yòu		0,156551271	126	you4	(once) again/also/both... and.../again						
圣	Holy		5	634	22	{shèng,kū}	Certain sects practise a holy ritual where you use your right hand to annoint your brow with soil from a holy site, bringing you closer to god.	0,017374316	960	sheng4	holy/sacred/saint/sage						
友	Friend		4	635	22	yǒu	Friends with benefits - a crotch by your side	0,035242679	594	you3	friend						
双	Pair		4	636	22	shuāng	Crotch to crotch is how many pairs spend their private time together...	0,03588556	581	shuang1	two/double/pair/both						
汉	Han		5	637	22	{yì,hàn}	If you stand at the water on the right hand side of China and look back, all the land you see is ruled by the Han	0,027211838	711	han4	Chinese/name of a dynasty						
戏	Frolic		6	638	22	{xì,xī,hū,huī}	Frolicing at a sex party - crotch fiesta!	0,015194517	1033	xi4	trick/drama/play/show						
观	Observe		6	639	22	{guān,guàn}	This male is observing the women in the club with the air of a connisouer - he doesn't see them with his eyes but with his crotch	0,066043073	334	guan1/guan4	to look at/to watch/to observe/to behold, Taoist monastery						
欢	Joyous		6	640	22	huān	You had a joyous time last night indulging the whims of your crotch - but you were up so late that you can't stop yawning at work	0,028575117	685	huan1	joyous/happy/pleased						
怪	Peculiar		8	641	22	guài	"""Peculiar"" is how I would describe the state of mind of anyone who decides to become a professional holy man"	0,024082187	775	guai4	queer/to blame						
对	That’s right		5	642	22	duì	The panting moan of a lover who can only get off when you combine a Pritt stick with her crotch...	0,363626558	33	dui4	couple/pair/to be opposite/to oppose/to face/for/to/correct (answer)/to answer/to reply/to direct (towards sth)/right						
树	Timber		9	643	22	shù	"You're at a school for lumberjacks. Prancing around in womens clothing, the instructors congratulate you (""that's right!"") as you demonstrate your tree-felling skills and shout out ""timber!"""	0,027925518	697	shu4	tree						
难	Difficult		10	644	22	{nán,nàn,nuó}	It's difficult to find a turkey's crotch under all those feathers	0,07472558	295	nan2/nan4	difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold						
摊	Vendor’s stand		13	645	22	tān	This vendor's stand is luring customers in to gamble on the cup-and-pea game. You place your bet and the vendor's nimble fingers move the cups every which way. It's very difficult to follow and pick the correct cup when he is done.	0,00299632	2154	tan1	spread out/vendor's stand						
投	Throw		7	646	22	tóu	When you throw something, you propel a missle through the air using your fingers	0,04119191	516	tou2	to throw/to send						
没	Not have		7	647	22	{méi,mò,me}	It's a dire situation. You are aboard a submarine being pursued by destroyers and you not have any torpedos (water missiles). It looks like you not have a chance and are doomed to a watery grave...	0,221259488	72	mei2/mo4	(negative prefix for verbs)/have not/not, drowned/to end/to die/to inundate						
设	Establish		6	648	22	shè	Nowadays, a nuclear missile and a few well-chosen words are enough to establish you as a major world power (and the target of a US covert ops team..)	0,073766944	302	she4	to set up/to arrange/to establish/to found/to display						
股	Thigh		8	649	22	gǔ	You've been under siege for so long that you've run out of arrows to use as missiles. However, there are plenty of dismembered body parts littering the streets, and you've found that the thigh bones make for perfect missiles!	0,031968845	644	gu3	share/portion/section/part/thigh/(a measure word, e.g. use with electric current)/whiff						
支	Offshoot		4	650	22	zhī	You slide down the branch of a pine tree, getting a load of needles stuck in your crotch. Ouch!	0,050032036	437	zhi1	(a measure word)/to support/to sustain/to erect/to raise/branch/division/to draw money						
技	Skill		7	651	22	jì	Grasping a branch with their fingers was the first skill premodern humans learnt	0,051569989	422	ji4	skill						
枝	Branch		8	652	22	{zhī,qí}	A tree branch is just an offshoot of a tree	0,00722569	1491	zhi1	branch/(a measure word)						
叔	Uncle		8	653	22	shū	This uncle is a creepy guy that towers above the little one's crotch	0,00791198	1422	shu1	uncle in direct address						
督	Superintend		13	654	22	dū	The creepy uncle has a job as a school superintendent so that he can eye the students all day	0,017840973	946	du1	supervise						
寂	Lonely		11	655	22	jì	This picture refers to creepy uncle Scrooge, who lived loney and alone in a large house	0,005103253	1739	ji4	lonesome						
反	Against		4	656	22	{fǎn,fān}	This is a particularly painful punishment where someones crotch is dragged against a gravel path	0,093737072	237	fan3	wrong side out or up/anti-						
板	Plank		8	657	22	bǎn	How do you make planks? By dragging a tree against a massive circular saw!	0,018259052	930	ban3	board/plank/plate/slab, boss						
返	Go back		8	658	22	fǎn	When you decide to turn around and go back the way you came on the road you are naturally going against the drag of the crowd	0,007844282	1430	fan3	to return (to)						
后	Behind		6	659	22	hòu	Look behind you! A horrific creature is draggaing itself towards you along the ceiling - all mouth and teeth but with no legs at all	0,294962351	48	hou4	empress/queen/surname, back/behind/rear/afterwards/after/later						
质	Quality		8	660	22	{zhí,zhì}	The surest way to determine the quality of the shellfish served by a restaurant is to drag ten of them through various dressings and see if you can still taste the salty freshness	0,054035054	404	zhi4	hostage/substance/nature/quality						
派	Faction		9	661	22	{pài,mài,bài,pā}	It's guerilla war, and you've joind the transvestite faction! Dressed in a drag and a bandana, you wade through the water surrounding an enemy base in preperation for a sneak attack	0,039663259	532	pai4	clique/school/group/faction/to dispatch						
乐	Music		5	662	22	{lè,yuè,yào,luò,liáo}	A didgeridoo musician makes sound by plowing into a truncated pole of wood which he must drag with him to all of his performances	0,033572946	619	le4/yue4	(surname)/happy/laugh/cheerful, (surname)/music						
爪	Claw		4	663	22	{zhuǎ,zhǎo}		0,002283674	2363	zhua3/zhao3	claw						
抓	Grab		7	664	22	{zhuā,zhāo}	Lost in the wilderness, you've been reduced to fighting with the local animals for food. Here, you are grabbing a tasty morsel of roadkill by snatching it with your fingers from the claws of a vulture	0,016369169	992	zhua1	to grab/to catch/to arrest/to snatch						
采	Pick		8	665	22	{cǎi,cài}	When vultures can't get enough roadkill, they fall back on a vegetarian diet. This vulture is perched on a tree, picking it's choice fruits	0,035630268	585	cai3/cai4	to pick/to pluck/to collect/to select/to choose/to gather, affairs/gather, allotment to a feudal noble						
菜	Vegetable		14	666	22	cài	Picking flowers is an arduous manual job so simple even a vegetable could do it	0,010085579	1266	cai4	dish (type of food)/vegetables						
受	Accept		8	667	22	shòu	A birdhouse is a whorehouse that will accept any crotch - as long as you have money!	0,093500901	238	shou4	to bear/to stand/to endure/(passive marker)/to receive						
授	Confer		11	668	22	shòu	When the Ring was bestowed into Frodo's care, he accepted it into his fingers with a heavy heart, knowing that it could never be allowed to rest on his finger	0,017062695	968	shou4	to teach/to instruct/to award/to give						
爱	Love		10	669	22	ài	Those who say a dog is man's best friend are talking rubbish - you will never get greater love than if you keep a birdhouse	0,055899098	394	ai4	to love/affection/to be fond of/to like						
么	(suffix)		3	670	22	{yāo,mo,me,ma,mǒ}		0,247007274	63	ma/me/yao1	(interrog. part.), (interrog. suff.), one on dice/small						
雄	Grand		12	671	22	xióng	As part of your job in the embassy to Turkeyland, you are sometimes required to entertain grand visitors from the country. At the attendant dinners, you have to mind your manners by keeping your elbows off the table and by your side	0,014565072	1054	xiong2	heroic/male						
台	Platform		5	672	22	{tái,yí,tāi}	This is a platform on which an orator is giving a grand speech. His mouth flaps open and closed and he makes wild gestures with his elbows to illustrate his points.	0,056516656	388	tai2	surname/(classical) you (in letters)/platform/Taiwan (abbr.), desk/platform, (measure word)/platform/stage/terrace/stand/support/desk/station/broadcasting station, typhoon						
治	Govern		8	673	22	{zhì,chí,yí}	The political windbag standing on the platform is running for government - but an audacious member of the opposition sabotages his rally by throwing a water balloon at him	0,081085655	274	zhi4	to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal						
始	Commence		8	674	22	shǐ	Many men, before they commence a relationship, put the women on a sort of pedestal	0,058390002	381	shi3	begin						
去	Go		5	675	22	qù		0,246129256	64	qu4	to go/to leave/to remove						
法	Method		8	676	22	fǎ	In this outdated judicial method, witches from Salem are dunked in water until they are all gone...	0,24124357	65	fa3	law/method/way/Buddhist teaching/Legalist/France (abbrev.)						
会	Meeting		6	677	22	{huì,kuài,guì}	A clever method of getting rid of incompetent employees: send them to a business meeting in a room which can be activated so that the walls... meet. Gory but effective!	0,379779194	29	hui4/kuai4	can/be possible/be able to/to assemble/to meet/to gather/to see/union/group/association, to balance an account/accounting						
至	Until		6	678	22	{zhì,dié}	Until the day comes when I can break out of this cell, I'm going to keep chipping away at the soil under the wall. Think of the Shawshank Redemption.	0,084536746	267	zhi4	arrive/most/to/until						
室	Room		9	679	22	shì	This room is the cell in which the hero of the Shawshank Redemption is patiently waiting until he can make his escape.	0,027310027	708	shi4	room						
到	Arrive		8	680	22	dào	You arrive at the city walls for your duel to the death a little early. Until your partner arrives, you practice with your saber.	0,498715743	22	dao4	to (a place)/until (a time)/up to/to go/to arrive						
互	Mutual		4	681	22	hù	Two walls mutually leaning against each other for the benefit of both	0,022004194	819	hu4	mutual						
充	Sufficient		5	682	22	chōng	One pair of human legs should be sufficient for any infant. If you baby has any more, you have cause to worry...	0,028326027	690	chong1	fill/satisfy/fulfill/to act in place of/substitute/sufficient/full						
育	Education		8	683	22	{yù,yō}	Education is something you administer to your infant - but if he doesn't attend to his studies, you punish him with a good spanking to his exposed flesh	0,034392567	609	yu4	nourish/to rear						
流	Flow		9	684	22	liú	The flowing water swiftly carries the baby Moses away from Miriam	0,055501173	396	liu2	to flow/to spread/to circulate/to move						
梳	Comb		11	685	22	shū	The baby Moses, alone after washing ashore from the Nile, is climbing a tree in search of a tasty honey comb he spotted in the upper branches...	0,001450099	2717	shu1	comb						
